date           NoDur     Durbl     Manuf     Enrgy     HiTec     Telcm     Shops     Hlth      Utils     Other
200303   2757.66   1017.79   1593.20   3393.17   1373.95   4687.42   1673.76   2342.71   2286.18   1866.35
200304   2682.78   1027.00   1618.46   3459.85   1374.96   4737.40   1766.44   2336.84   2369.69   1885.38
200305   2829.81   1180.26   1721.60   3441.03   1518.03   5336.72   1946.75   2440.21   2540.79   2124.49
200306   3101.89   1209.17   1800.81   3748.67   1688.81   5668.89   2035.75   2555.66   2783.94   2241.10
200307   3094.37   1172.86   1813.80   3708.89   1728.55   5976.00   2041.79   2674.05   2999.49   2217.45
200308   3043.00   1260.51   1909.82   3633.71   1848.56   5905.31   2120.42   2707.16   2833.14   2305.68
200309   3097.72   1371.95   1991.09   3842.82   1978.58   6009.35   2271.96   2637.75   2898.99   2325.09
200310   3132.75   1325.59   1925.66   3778.16   1981.46   5664.88   2185.83   2647.15   3005.30   2340.67
200311   3305.88   1418.70   2100.06   3835.60   2167.06   6064.29   2396.61   2662.42   3044.91   2509.42
200312   3439.56   1459.08   2156.36   3867.03   2223.47   6129.68   2435.95   2706.07   3059.50   2554.97
200401   3586.99   1647.23   2303.43   4446.53   2283.59   6572.00   2397.18   2865.67   3228.85   2687.13
200402   3605.42   1645.54   2289.55   4521.67   2403.55   6644.25   2412.72   2967.22   3281.96   2764.65
200403   3756.39   1653.89   2346.71   4710.75   2361.41   6646.25   2563.51   2994.71   3334.93   2822.64
200404   3763.80   1633.80   2347.51   4703.59   2308.80   6481.45   2606.65   2889.61   3365.40   2771.96
200405   3818.51   1689.73   2348.23   4872.12   2201.45   6483.60   2562.13   3003.84   3239.23   2686.32
200406   3764.21   1657.23   2388.72   4889.48   2324.63   6349.46   2571.34   3007.82   3267.29   2755.86
200407   3763.24   1786.69   2496.18   4896.36   2349.36   6064.71   2524.93   2841.75   3463.09   2656.13
200408   3557.96   1698.50   2401.01   5057.04   2161.28   6032.31   2456.21   2683.76   3488.95   2598.45
200409   3613.04   1653.65   2440.24   4993.17   2062.31   6104.32   2430.38   2722.86   3599.61   2657.34
200410   3550.11   1711.44   2494.42   5429.84   2147.30   5955.27   2512.32   2686.45   3639.88   2695.58
200411   3649.50   1676.81   2469.66   5463.98   2274.44   6229.10   2611.96   2624.60   3783.08   2732.76
200412   3855.34   1807.92   2652.23   5798.01   2382.39   6319.17   2708.70   2647.44   3992.99   2871.90
200501   4025.59   1891.31   2753.57   5668.81   2455.15   6580.03   2804.37   2807.55   4078.67   3032.65
200502   4056.67   1777.84   2711.35   5838.89   2310.18   6349.50   2779.10   2692.82   4141.43   2982.10
200503   4094.14   1799.74   2846.71   6981.85   2313.69   6101.20   2795.53   2756.89   4219.49   2990.02
200504   4079.86   1677.78   2810.86   6780.02   2267.78   6140.66   2810.93   2748.28   4230.71   2925.46
200505   4054.78   1503.46   2689.07   6415.24   2182.80   6046.25   2676.31   2867.86   4306.60   2891.50
200506   4155.26   1630.14   2763.75   6562.89   2386.46   6184.77   2851.21   2913.38   4369.19   2988.50
200507   4003.14   1670.38   2632.46   6413.93   2341.99   5598.20   2800.34   2727.65   4534.97   3053.05
200508   4153.79   1808.53   2794.10   6724.11   2494.96   5551.40   2956.46   2847.10   4661.40   3141.52
200509   4153.43   1753.37   2763.72   7087.99   2498.99   5485.68   2812.26   2851.38   4697.53   3093.91
200510   4242.39   1681.58   2697.48   7636.04   2539.71   5441.59   2775.06   2819.80   4893.25   3135.58
200511   4181.45   1606.82   2629.21   6864.84   2519.55   5275.27   2831.16   2750.81   4591.83   3176.28
200512   4254.62   1655.67   2754.48   7006.33   2690.22   5449.46   2969.77   2801.53   4563.49   3342.35
200601   4271.61   1654.37   2796.83   7064.53   2667.92   5343.63   2955.16   2883.96   4606.85   3343.80
200602   4277.19   1751.54   2942.27   7955.84   2797.04   5629.88   3056.74   2966.10   4740.57   3395.38
200603   4341.59   1755.00   2970.24   7275.77   2773.52   5861.00   3120.31   2998.58   4732.26   3439.82
200604   4374.58   1800.59   3071.91   7382.02   2876.14   5964.77   3199.86   2937.09   4510.27   3508.48
200605   4460.46   1808.31   3185.55   7780.93   2865.08   5870.48   3160.96   2897.30   4626.02   3594.85
200606   4533.33   1812.45   3079.55   7483.16   2677.20   5837.09   3102.07   2835.53   4677.83   3485.23
200607   4076.81   1677.13   3105.65   6808.73   2553.86   6362.79   3011.60   2603.03   4853.72   3274.75
200608   4235.08   1622.86   2995.68   7076.58   2468.64   6536.93   2893.78   2715.69   5087.22   3248.93
200609   4354.25   1669.25   3072.32   6815.13   2657.90   6740.34   2979.16   2773.95   5183.15   3307.05
200610   4341.64   1756.27   3146.77   6596.61   2781.97   7019.64   3159.89   2825.00   5061.25   3412.54
200611   4481.78   1882.63   3289.74   6933.77   2904.80   7491.28   3278.53   2865.00   5325.16   3519.80
200612   4570.80   1910.39   3430.41   7548.78   2990.16   7670.58   3230.19   2876.48   5463.02   3582.61
200701   4674.13   1901.76   3470.09   7409.33   2979.03   7464.66   3282.23   2905.36   5489.21   3724.50
200702   4730.14   1952.15   3587.26   7317.58   3071.66   7664.98   3412.42   3019.33   5536.01   3788.83
200703   4680.19   1942.51   3565.82   7210.37   3018.05   7496.44   3344.90   2938.07   5747.58   3704.12
200704   4772.34   1937.40   3683.61   7639.21   3059.74   7730.50   3374.50   2948.47   6038.72   3719.06
200705   4994.10   2060.96   3863.14   8049.02   3244.44   7863.53   3462.00   3152.97   6195.38   3858.48
200706   5170.59   2127.66   4077.71   8732.28   3400.73   8392.53   3569.03   3172.73   6288.82   3994.03
200707   4922.59   2086.53   3775.25   8238.21   3218.17   8777.42   3362.54   2862.34   6280.88   3539.44
200708   4796.39   1981.42   3774.34   8145.13   3208.47   8547.89   3201.76   2764.34   6021.23   3359.42
