date           NoDur     Durbl     Manuf     Enrgy     HiTec     Telcm     Shops     Hlth      Utils     Other
197808    163.26    332.36    223.02    610.63    236.31   1174.80    107.64    386.08    382.79     99.63
197809    169.97    339.29    231.22    635.16    249.53   1225.62    113.93    392.12    380.89    105.98
197810    169.62    338.70    226.51    668.61    239.09   1241.87    111.63    381.13    377.66    104.71
197811    149.72    300.06    201.03    594.56    213.40   1207.34     96.25    331.64    348.29     89.76
197812    152.42    298.04    206.00    629.91    224.79   1228.81     98.71    348.72    355.95     91.86
197901    154.75    298.27    209.37    650.74    239.40   1225.76     98.14    360.15    348.93     93.00
197902    160.28    313.92    223.18    678.58    250.24   1272.31    103.74    367.31    368.96     98.29
197903    154.12    299.12    212.38    676.99    241.41   1242.70     98.56    351.42    359.73     94.98
197904    160.52    320.07    227.93    742.65    262.17   1243.79    104.13    370.48    365.87    102.22
197905    160.95    328.76    226.30    776.83    263.33   1241.84    104.60    374.44    354.09    103.94
197906    158.47    325.09    221.03    752.93    256.67   1251.38    101.79    367.81    355.36    103.69
197907    162.18    329.21    222.16    749.20    236.32   1191.53    103.50    352.19    396.33    107.34
197908    166.76    335.08    227.62    763.58    232.57   1216.62    104.77    354.99    403.06    111.03
197909    179.06    350.06    243.53    818.03    245.51   1214.35    113.81    388.68    407.36    117.05
197910    175.33    347.92    241.56    873.34    241.46   1183.26    113.02    386.54    396.45    115.97
197911    162.24    318.04    220.32    851.15    224.57   1149.26    103.02    368.93    370.47    104.27
197912    170.30    309.51    229.35    927.84    240.70   1174.11    106.69    402.17    395.61    111.35
198001    177.25    319.86    240.59    957.28    245.83   1155.21    110.31    410.15    389.18    115.34
198002    183.26    352.48    257.26   1089.91    264.77   1126.47    111.49    407.37    393.10    120.80
198003    173.87    326.07    249.29   1226.31    253.48   1118.85    105.95    386.06    375.80    116.88
198004    157.59    297.31    220.31   1011.68    221.48   1112.56     97.53    381.76    347.98    102.29
198005    168.15    292.56    227.34   1083.41    223.45   1224.38    100.76    403.22    389.10    108.31
198006    180.81    301.84    241.11   1119.53    234.63   1293.79    110.20    428.78    402.89    116.83
198007    185.79    300.06    237.51    937.42    221.29   1154.78    109.34    376.87    441.12    117.24
198008    198.84    337.10    263.85    953.71    257.57   1165.36    120.44    411.87    439.85    125.85
198009    200.32    344.13    266.91    988.02    267.05   1208.26    122.47    416.09    430.26    129.28
198010    200.37    346.16    273.53   1058.28    272.57   1187.06    124.48    430.67    427.01    133.92
198011    200.87    339.61    274.28   1142.73    279.52   1153.32    122.20    427.43    432.69    134.60
198012    202.28    353.84    296.19   1418.25    306.19   1135.73    126.83    462.29    463.65    144.70
198101    205.47    350.57    290.24   1262.93    304.29   1135.62    125.97    486.68    452.12    143.49
198102    210.34    346.96    285.44   1141.94    280.37   1206.12    126.51    482.36    438.13    139.74
198103    215.68    367.87    298.05   1128.74    280.49   1269.79    129.26    484.94    428.09    141.74
198104    231.48    396.81    316.06   1105.19    294.84   1286.56    145.57    520.29    437.28    151.81
198105    233.77    406.25    313.05   1025.46    295.15   1368.25    149.52    539.67    423.57    152.95
198106    239.46    415.70    309.94    978.84    307.16   1441.56    155.06    555.72    426.65    155.93
198107    230.52    361.51    295.36    688.30    240.49   1154.53    149.44    439.09    463.52    146.64
198108    228.28    350.36    287.67    744.54    231.31   1165.28    144.79    421.59    476.99    141.85
198109    216.00    322.54    266.12    690.65    213.89   1126.90    137.28    388.83    469.64    132.28
198110    211.18    313.53    247.39    584.60    205.94   1159.41    132.59    386.13    440.40    124.75
198111    227.37    301.96    256.17    641.41    217.08   1266.81    142.23    416.42    459.28    134.06
198112    232.88    313.73    266.91    682.10    219.61   1275.69    143.70    433.13    480.88    140.43
198201    227.78    314.64    262.50    638.67    220.31   1255.31    140.80    429.11    465.95    135.06
198202    225.23    318.35    254.77    585.07    226.83   1264.82    141.09    434.64    461.02    130.86
198203    220.31    309.95    239.33    495.27    214.62   1171.26    139.10    424.47    455.48    125.82
198204    225.55    321.86    234.98    478.63    208.19   1198.38    145.46    415.47    462.96    121.78
198205    242.02    338.23    242.14    501.17    223.49   1201.78    154.79    445.54    477.69    126.96
198206    232.55    334.24    229.23    509.21    210.24   1165.36    150.29    433.74    469.23    117.28
198207    232.99    344.84    219.55    402.57    183.83   1042.21    147.23    377.28    482.37    116.49
198208    232.11    343.40    213.72    370.74    187.18   1054.29    147.79    382.00    465.99    113.19
198209    253.50    388.29    242.99    404.81    210.45   1168.18    165.56    430.95    515.44    125.99
198210    263.45    390.70    241.69    416.26    213.79   1202.47    173.50    438.77    517.50    131.66
198211    292.13    458.29    273.31    438.92    250.84   1300.31    203.37    478.80    539.28    152.29
198212    305.95    492.37    289.50    408.05    277.37   1381.18    224.43    507.60    534.42    163.54
198301    310.69    507.53    293.10    437.51    284.99   1390.62    220.65    512.77    552.22    160.87
198302    307.74    533.24    305.37    457.83    309.21   1561.63    225.18    524.67    568.73    165.51
198303    319.61    549.96    316.11    450.52    319.92   1533.36    244.45    546.74    570.66    172.94
198304    342.09    546.20    323.23    484.38    322.38   1566.41    265.42    577.99    568.17    181.37
198305    363.76    606.24    343.71    535.94    350.39   1680.62    290.29    606.45    586.30    197.55
198306    361.54    594.64    351.26    541.79    361.38   1657.36    291.34    591.03    594.00    203.17
198307    357.50    628.01    345.73    532.43    339.05   1402.05    283.01    544.01    618.50    204.19
198308    347.89    604.71    338.32    529.31    321.75   1351.01    275.06    517.76    624.05    197.66
198309    349.58    591.15    339.79    568.69    318.53   1379.19    262.79    509.78    627.72    196.51
198310    364.89    615.75    348.26    542.86    326.10   1411.60    269.21    515.38    656.27    200.18
198311    363.55    625.06    340.45    532.07    304.33   1337.45    266.25    503.91    672.64    192.65
198312    372.35    646.12    360.99    535.66    311.55   1378.48    279.60    488.43    652.08    198.11
198401    371.11    664.79    357.91    556.84    313.39   1336.36    268.67    473.62    622.75    195.58
198402    371.75    628.27    345.45    587.42    294.54   1390.21    255.75    475.09    628.54    193.48
198403    350.35    586.87    321.31    615.01    276.20   1337.38    243.19    463.00    601.31    184.99
198404    356.54    591.07    333.44    619.57    280.91   1289.55    246.63    459.07    595.28    188.96
198405    359.96    610.15    332.80    648.02    279.97   1317.34    248.16    476.46    590.24    185.89
198406    352.51    572.22    313.64    573.89    265.23   1319.25    235.69    441.79    578.64    174.48
198407    334.02    534.75    311.77    505.51    213.68   1293.34    216.83    324.26    593.67    180.92
198408    330.60    547.89    306.93    470.34    209.29   1330.28    217.20    311.30    593.05    176.61
198409    359.99    602.80    343.60    545.02    239.12   1424.43    240.31    343.55    633.78    196.37
198410    364.73    603.79    336.50    546.53    229.12   1481.03    241.89    332.35    659.81    201.64
198411    369.80    616.05    336.43    533.64    226.46   1444.57    239.40    338.65    677.19    204.23
198412    373.20    592.07    331.39    532.60    218.30   1450.16    229.08    338.86    691.63    204.16
198501    379.37    622.29    340.74    536.68    224.81   1508.28    232.46    351.69    704.32    211.02
198502    398.65    682.49    372.99    572.21    254.16   1605.13    265.39    381.85    716.44    231.97
198503    419.88    671.74    375.45    595.11    251.43   1679.05    271.03    396.90    727.76    237.00
198504    441.19    636.08    365.71    605.12    238.13   1735.63    272.21    409.50    766.00    236.81
198505    438.92    621.72    360.58    634.85    230.50   1740.41    274.59    402.09    766.29    242.23
198506    473.32    664.30    385.80    583.00    239.42   1884.68    302.29    443.71    801.40    258.04
198507    440.63    619.09    361.22    456.56    216.76    939.63    283.91    381.39    866.21    270.01
198508    431.21    633.60    375.79    459.02    228.45    901.62    275.27    380.55    820.59    272.01
198509    416.72    596.72    369.94    465.81    222.78    911.11    272.97    378.21    829.52    272.92
198510    415.64    578.71    355.40    469.46    214.19    867.40    262.41    355.02    784.09    260.68
198511    416.91    589.42    368.77    505.33    222.25    917.81    284.05    352.10    828.53    278.81
198512    454.76    652.93    394.95    510.45    242.19   1012.89    310.49    390.00    852.70    298.45
198601    481.15    699.23    413.36    507.05    263.81   1038.71    325.86    408.51    892.99    312.52
198602    496.40    713.34    420.79    469.45    264.17    994.07    334.18    415.93    922.84    322.84
198603    550.99    786.11    465.38    474.16    279.54   1075.42    361.76    443.97    978.38    348.82
198604    603.81    857.79    492.62    485.34    280.16   1123.07    395.05    503.19   1006.85    365.38
198605    610.46    826.80    486.79    498.29    292.25   1163.19    394.62    513.48    971.95    359.11
198606    666.17    858.91    511.48    540.61    290.79   1233.57    433.39    553.81   1003.03    377.22
198607    624.98    771.79    461.46    464.80    263.11   1141.68    352.99    498.45   1026.28    383.39
198608    592.77    703.18    429.55    449.98    242.00   1101.87    318.41    473.91   1074.53    362.38
198609    612.48    761.80    457.36    527.04    255.63   1176.77    326.93    494.19   1158.13    388.22
198610    546.91    704.48    426.61    531.10    239.34   1071.52    298.21    429.95   1041.71    355.80
198611    604.39    753.07    453.83    558.56    243.44   1130.12    317.53    470.34   1091.98    371.01
198612    611.36    800.41    470.91    588.92    254.56   1186.75    320.44    475.14   1096.78    371.73
198701    595.88    785.16    463.72    588.81    245.53   1160.57    301.04    475.17   1053.85    363.74
198702    681.38    931.58    529.08    683.71    286.42   1218.53    334.03    532.62   1147.40    404.32
198703    724.27    960.21    553.10    673.28    314.22   1218.14    367.66    598.39   1115.88    424.63
198704    736.52   1010.75    574.30    755.85    323.02   1227.37    376.20    598.67   1090.52    425.46
198705    713.41   1050.36    566.78    763.07    338.93   1193.60    364.57    583.89   1038.71    410.16
198706    733.54   1051.79    568.47    729.18    341.96   1220.48    365.23    590.92   1012.05    410.67
198707    718.89    955.04    539.36    745.56    308.62   1093.49    350.75    498.57   1043.99    352.68
198708    757.26   1033.69    579.92    782.05    313.18   1200.90    373.22    528.07   1021.76    363.28
198709    786.51   1095.43    598.21    807.78    337.94   1285.44    385.70    538.48   1052.17    376.90
198710    776.28   1055.61    605.17    781.27    329.97   1329.45    363.62    522.07   1021.78    372.07
198711    611.98    773.99    441.23    635.62    245.73   1144.78    262.49    420.30    946.29    290.35
198712    561.12    714.86    418.21    563.82    222.53   1053.65    238.48    383.49    915.65    271.87
198801    610.71    778.03    462.27    604.78    249.28   1106.43    258.10    408.08    914.03    285.64
198802    627.84    816.15    467.55    661.60    246.37   1206.09    275.37    435.90   1001.21    307.29
198803    670.52    874.25    502.32    683.10    264.84   1249.83    305.52    447.90    983.39    317.29
198804    671.09    851.03    496.89    704.85    253.17   1237.53    305.03    437.13    945.42    312.96
198805    677.91    889.31    506.28    739.42    262.00   1262.05    318.11    430.32    938.14    314.00
198806    672.53    901.75    503.88    750.23    259.17   1282.04    308.10    428.94    968.97    317.50
198807    621.65    589.25    565.84    831.57    281.39   1662.84    297.07    414.20    942.61    271.06
198808    632.76    584.76    553.98    871.14    269.13   1682.33    288.01    423.15    943.99    271.65
198809    634.63    542.74    530.57    854.79    248.00   1628.34    281.90    421.48    935.22    271.49
198810    677.26    569.56    547.13    840.43    256.33   1739.42    305.00    439.42    954.88    282.31
198811    739.71    586.41    556.64    865.04    257.48   1796.16    305.94    449.09    979.60    282.72
198812    695.73    591.61    546.65    868.61    250.97   1859.52    298.99    440.98    966.71    275.80
198901    708.10    594.27    563.50    895.15    265.13   1910.75    305.31    450.27    965.95    277.83
198902    751.37    644.60    606.67    952.59    286.28   2133.06    326.57    482.61    988.20    297.78
198903    744.91    621.63    593.96    939.46    278.26   2104.13    323.21    468.83    962.80    295.01
198904    783.90    623.07    601.72    978.73    263.85   2248.97    333.62    494.65    962.27    304.90
198905    761.37    623.23    638.73   1011.54    280.43   2459.48    354.79    524.53   1000.06    319.95
198906    804.83    641.98    665.17   1039.70    289.24   2599.01    375.14    549.94   1035.70    333.96
198907    773.61    605.83    606.25   1012.26    251.41   2349.21    347.83    472.15   1098.51    317.27
198908    870.54    638.87    654.60   1056.66    258.96   2622.41    382.78    539.60   1158.16    344.15
198909    861.68    677.02    684.30   1098.59    265.99   2670.52    396.63    542.82   1140.15    359.28
198910    865.16    645.18    672.06   1113.10    259.76   2763.99    389.12    526.86   1139.67    366.16
198911    852.80    609.35    643.96   1119.43    250.86   2697.69    375.07    530.76   1146.45    349.27
198912    865.01    602.23    663.36   1155.57    245.87   2748.49    380.80    555.35   1175.61    349.09
199001    879.66    546.29    682.45   1227.34    243.52   2918.15    387.22    565.90   1225.79    345.12
199002    798.53    529.40    640.89   1179.24    241.79   2518.86    366.39    526.38   1160.60    314.56
199003    798.55    552.84    657.06   1210.90    252.65   2507.26    374.66    515.40   1155.60    323.91
199004    834.93    570.45    684.88   1203.45    266.22   2627.67    400.12    536.85   1140.61    321.61
199005    831.93    548.11    670.02   1169.71    262.56   2549.67    395.42    540.17   1073.80    313.26
199006    905.44    598.56    721.77   1228.70    298.76   2839.68    446.93    614.65   1123.16    343.61
199007    849.46    554.25    694.94   1123.88    293.75   2527.26    427.03    606.05   1131.21    314.19
199008    844.30    537.97    699.34   1222.83    272.26   2430.93    413.40    620.77   1136.12    304.83
199009    784.73    463.51    614.07   1210.57    239.30   2186.00    364.03    578.82   1052.90    269.79
199010    758.87    420.81    566.75   1195.58    224.73   2206.71    336.36    558.52   1052.78    243.85
199011    779.39    404.41    560.23   1147.92    218.80   2299.42    326.88    571.94   1129.24    230.44
199012    828.16    420.07    602.72   1167.84    244.64   2389.52    359.78    626.20   1153.10    248.55
199101    867.25    417.27    633.99   1141.23    255.73   2420.76    374.14    646.42   1155.58    260.99
199102    913.82    444.94    677.46   1125.28    295.65   2438.20    412.17    683.10   1134.88    281.14
199103   1017.88    488.22    719.04   1215.51    316.50   2478.46    445.22    754.35   1181.78    309.05
199104   1063.69    499.91    738.45   1246.55    321.16   2527.76    490.90    800.15   1196.47    320.49
199105   1068.64    489.75    744.14   1280.59    313.25   2544.46    503.42    793.60   1190.05    326.99
199106   1115.14    559.53    797.41   1253.03    325.00   2528.70    546.06    832.69   1184.09    344.20
199107   1043.32    540.78    705.81   1129.62    300.95   2361.20    501.68    723.96   1168.46    312.48
199108   1114.15    540.53    732.99   1183.36    316.29   2457.96    530.89    791.24   1210.11    328.93
199109   1175.66    530.11    743.90   1199.52    317.96   2497.06    552.19    813.60   1244.39    340.32
199110   1134.00    515.33    727.80   1190.52    315.96   2525.81    539.60    814.39   1284.36    339.49
199111   1135.68    510.36    738.99   1212.58    325.04   2591.99    532.94    867.91   1295.33    349.06
199112   1130.51    470.48    701.42   1110.52    313.94   2465.92    528.38    848.37   1311.30    333.31
199201   1295.95    509.18    782.22   1140.44    344.50   2696.99    599.90    989.48   1370.34    373.27
199202   1260.69    560.89    802.99   1105.16    369.06   2667.86    609.12    944.42   1302.81    382.01
199203   1275.96    627.09    818.27   1098.99    384.60   2658.64    630.95    919.65   1279.33    395.08
199204   1260.11    640.47    813.13   1077.82    366.63   2634.56    626.72    873.31   1272.40    385.80
199205   1276.09    709.44    844.49   1194.74    366.92   2802.14    609.01    861.73   1301.47    390.46
199206   1295.54    700.03    842.46   1254.22    371.85   2687.41    618.23    877.20   1332.91    399.00
199207   1141.28    680.51    780.11   1198.97    344.10   2466.01    548.03    695.44   1365.84    394.41
199208   1202.87    709.74    806.58   1291.63    357.72   2652.88    572.34    737.68   1451.89    409.11
199209   1211.15    644.59    779.31   1325.61    341.57   2621.01    572.90    714.93   1437.40    397.26
199210   1232.36    650.22    796.41   1326.54    355.22   2659.70    598.80    688.78   1441.59    413.42
199211   1230.81    648.59    805.95   1279.04    364.59   2634.19    628.34    711.41   1430.51    427.02
199212   1276.56    702.90    831.45   1251.98    388.04   2810.66    673.69    745.50   1419.45    455.56
199301   1281.48    725.58    845.69   1276.38    391.24   2955.43    678.55    735.27   1450.17    474.20
199302   1277.79    792.03    845.88   1317.60    411.03   2980.20    681.81    688.31   1480.97    490.90
199303   1256.07    787.36    858.07   1390.95    411.47   3200.25    673.92    627.34   1565.40    495.79
199304   1260.68    829.58    876.59   1446.74    421.74   3295.05    693.20    635.57   1585.05    516.38
199305   1146.01    847.05    880.40   1462.55    407.60   3188.64    636.25    648.39   1577.63    501.22
199306   1181.85    861.18    906.10   1480.58    444.54   3319.10    674.78    671.21   1568.94    511.55
199307   1076.06    873.27    854.32   1348.92    418.00   3333.83    585.85    578.82   1653.53    523.75
199308   1053.38    886.32    857.17   1361.62    402.46   3422.95    591.90    547.84   1680.34    536.48
199309   1095.63    894.54    886.43   1406.90    429.30   3634.09    616.06    565.83   1733.13    553.71
199310   1074.84    901.20    871.82   1427.33    436.28   3608.17    612.77    572.39   1715.21    564.47
199311   1141.76    978.90    901.92   1412.50    443.78   3690.66    632.63    608.09   1676.52    552.29
199312   1151.98    985.17    914.94   1324.95    446.56   3488.87    636.69    615.09   1574.60    540.53
199401   1175.86   1028.59    948.86   1330.77    460.58   3462.91    626.84    630.57   1597.55    556.46
199402   1169.18   1105.88   1000.19   1395.38    484.32   3586.06    633.24    634.26   1574.19    583.78
199403   1151.59   1062.53    992.15   1349.15    493.55   3382.77    645.61    599.23   1486.88    561.88
199404   1100.84    993.44    950.43   1299.67    477.33   3247.05    616.26    560.73   1426.77    539.81
199405   1113.84    987.15    956.06   1372.13    472.94   3279.72    620.25    578.92   1451.78    549.52
199406   1099.59    964.03    977.51   1371.62    484.29   3329.63    610.16    610.12   1365.50    568.78
199407    947.08    843.41    839.36   1231.83    420.91   2646.46    534.99    547.07   1311.96    505.86
199408    970.35    880.46    882.80   1277.95    440.27   2723.65    536.74    553.25   1374.39    521.74
199409   1031.79    876.68    921.74   1282.47    483.66   2722.18    565.92    612.46   1374.80    538.34
199410   1029.62    831.52    905.86   1270.68    482.62   2682.39    553.53    628.89   1328.57    516.41
199411   1059.71    820.41    903.09   1374.46    521.06   2672.51    560.76    636.88   1345.29    518.23
199412   1043.20    785.08    854.81   1314.20    514.19   2584.92    538.35    642.79   1343.53    493.34
199501   1053.68    818.07    890.28   1307.00    530.15   2629.64    526.93    649.35   1340.08    502.55
199502   1069.82    768.53    891.17   1315.82    527.85   2751.14    533.60    691.22   1425.28    528.20
199503   1109.25    805.44    934.76   1377.29    568.09   2808.51    549.99    708.55   1428.46    555.47
199504   1140.74    815.81    972.61   1453.06    595.41   2808.19    574.97    725.94   1395.42    569.16
199505   1170.04    824.98   1005.42   1492.09    643.74   2904.82    568.65    756.07   1433.30    581.28
199506   1227.35    872.06   1042.25   1543.53    669.58   2984.52    589.57    767.24   1526.58    610.49
199507   1142.98    996.65   1009.63   1475.47    686.15   2801.14    592.06    745.39   1532.32    574.30
199508   1164.45   1038.27   1047.81   1515.85    745.65   2962.61    615.29    792.50   1521.81    602.56
199509   1173.12   1048.62   1043.54   1484.76    745.85   3177.52    600.21    803.41   1534.61    623.51
199510   1256.31   1047.45   1070.59   1517.66    757.57   3327.19    621.56    868.88   1622.59    652.86
199511   1268.55    994.98   1046.45   1521.27    770.25   3300.25    591.31    875.02   1641.52    641.11
199512   1323.72   1052.09   1100.05   1581.37    770.80   3396.55    630.51    920.93   1657.19    678.24
199601   1341.79   1100.01   1118.65   1678.26    740.82   3543.63    627.92    977.55   1732.99    686.05
199602   1379.82   1142.26   1161.76   1694.51    757.39   3573.74    630.76   1036.15   1761.46    712.43
199603   1421.39   1166.30   1172.19   1708.88    806.56   3491.84    657.27   1029.08   1705.58    731.29
199604   1403.26   1220.77   1215.59   1792.19    773.30   3444.14    693.89   1035.82   1689.99    735.71
199605   1407.41   1268.39   1245.50   1868.64    854.81   3572.06    726.65   1034.63   1641.23    738.39
199606   1516.66   1306.81   1271.89   1880.88    889.83   3570.67    763.13   1078.26   1661.48    752.65
199607   1469.71   1289.10   1198.85   1863.48    772.40   3014.11    699.76    962.57   1742.35    728.51
199608   1411.80   1238.68   1157.58   1784.11    717.24   2747.19    651.01    908.88   1635.54    699.11
199609   1415.84   1283.18   1188.82   1832.19    750.58   2731.44    692.45    950.37   1672.58    725.94
199610   1470.39   1325.98   1267.33   1919.53    833.67   2745.53    721.75   1020.58   1675.98    765.85
199611   1496.13   1325.01   1294.97   2030.21    826.77   2747.54    709.35   1014.80   1730.15    798.98
199612   1574.80   1374.16   1364.95   2135.49    930.73   2899.94    734.95   1091.92   1765.67    862.77
199701   1578.46   1327.76   1369.77   2171.11    905.84   2952.72    717.17   1066.81   1760.56    847.41
199702   1682.55   1366.87   1426.87   2263.74    997.46   3030.54    720.84   1173.03   1777.67    900.74
199703   1761.80   1367.40   1447.02   2134.68    928.60   3141.83    747.22   1190.07   1767.00    931.29
199704   1677.05   1317.27   1395.33   2244.65    882.32   2841.07    735.34   1105.25   1710.35    880.69
199705   1776.17   1350.03   1471.42   2256.61    958.11   2922.27    750.15   1176.34   1681.05    928.63
199706   1902.62   1441.97   1589.65   2425.50   1055.98   3132.92    801.01   1261.60   1702.89    978.47
199707   1907.35   1152.30   1577.44   2433.54    989.28   2966.54    808.08   1267.74   1750.87    964.82
199708   1975.58   1258.79   1682.11   2648.81   1153.48   2916.13    878.87   1299.69   1802.14   1055.75
199709   1866.40   1270.51   1593.81   2643.23   1137.17   2873.71    867.07   1232.33   1772.51   1009.02
199710   1969.81   1335.79   1658.06   2858.26   1179.93   3173.77    923.62   1321.46   1846.80   1092.72
199711   1914.62   1305.90   1568.72   2816.83   1088.27   3300.36    908.08   1313.89   1856.54   1065.40
199712   2057.24   1288.34   1645.33   2758.74   1113.58   3747.74    967.14   1359.72   1991.35   1103.32
199801   2160.33   1349.40   1648.59   2729.54   1073.94   3968.90    973.56   1415.84   2161.46   1161.68
199802   2122.97   1360.61   1659.59   2586.27   1139.72   4197.50    991.53   1502.53   2060.96   1141.98
199803   2251.02   1543.80   1781.81   2781.87   1266.80   4425.51   1109.51   1602.64   2112.91   1247.15
199804   2391.89   1657.40   1872.33   2926.20   1293.47   4877.45   1189.15   1665.98   2265.12   1318.49
199805   2332.31   1688.45   1895.96   3081.24   1374.44   4750.41   1192.77   1711.73   2203.49   1351.96
199806   2392.22   1806.79   1873.49   2940.25   1284.77   4701.15   1227.42   1684.36   2175.67   1320.69
199807   2257.31   1709.06   1823.36   2838.56   1322.57   4742.78   1258.64   1667.50   2365.12   1294.06
199808   2180.41   1703.61   1719.79   2682.37   1336.80   4989.77   1226.83   1676.53   2232.12   1282.11
199809   1917.41   1385.44   1484.03   2400.89   1117.49   4213.99   1067.28   1482.42   2298.48   1013.66
199810   1967.89   1420.78   1507.13   2711.13   1308.65   4742.36   1101.35   1695.42   2502.75   1001.69
199811   2204.48   1406.07   1679.42   2758.00   1402.55   5138.30   1221.22   1782.08   2450.88   1078.84
199812   2385.30   1470.37   1753.11   2783.40   1582.31   5425.44   1351.41   1916.58   2474.72   1151.20
199901   2420.95   1567.06   1812.71   2496.29   1835.56   6316.72   1489.14   2024.48   2535.22   1189.63
199902   2354.73   1697.14   1847.06   2358.42   2130.53   6991.26   1532.01   2045.40   2380.60   1214.40
199903   2276.27   1636.51   1818.60   2359.53   1903.62   6778.38   1537.13   2087.23   2291.71   1228.11
199904   2253.99   1631.16   1921.93   2778.93   2072.59   6866.12   1600.19   2158.46   2243.62   1267.38
199905   2357.57   1803.94   2095.56   3325.57   2148.91   7596.42   1623.70   2048.04   2410.53   1361.18
199906   2411.13   1741.42   2035.03   3244.76   2143.50   7389.40   1576.29   2018.09   2563.13   1318.54
199907   2346.37   1566.82   2102.25   3253.59   2348.68   7729.53   1645.48   2120.46   2537.98   1501.81
199908   2299.84   1456.84   2109.90   3402.95   2327.54   7806.09   1576.69   2043.69   2543.26   1416.69
199909   2221.31   1479.63   2108.78   3510.43   2482.12   7247.33   1489.88   2155.94   2562.11   1350.27
199910   2053.50   1367.32   2067.04   3392.75   2498.84   7225.06   1514.42   2013.34   2439.49   1295.05
199911   2201.70   1435.63   2208.24   3374.62   2609.96   8044.86   1574.33   2287.96   2474.96   1452.26
199912   2211.15   1428.41   2202.70   3014.25   2978.78   8443.02   1661.85   2348.52   2280.32   1424.73
200001   2156.20   1487.79   2424.72   3050.22   3624.56   8884.46   1786.75   2233.92   2202.69   1450.18
200002   2062.93   1491.57   2262.56   3077.02   3490.12   8650.89   1593.49   2425.73   2341.54   1393.13
200003   1953.28   1361.44   2208.30   2908.99   4151.42   8387.90   1537.94   2366.17   2163.57   1316.41
200004   2116.11   1516.71   2338.09   3145.47   4359.19   9014.25   1756.90   2321.82   2322.20   1507.69
200005   2104.31   1683.22   2372.76   3100.48   3929.65   8141.42   1685.32   2464.88   2508.46   1463.88
200006   2280.23   1464.50   2351.90   3382.03   3528.19   7163.93   1652.06   2393.99   2581.22   1523.22
200007   2009.44   1266.20   1666.41   3421.15   3604.57   6610.36   1573.53   2607.17   2476.79   1768.10
200008   2046.89   1319.46   1667.28   3337.78   3441.05   6126.62   1571.25   2469.98   2564.72   1877.09
200009   2017.36   1422.40   1794.43   3610.16   3906.91   6061.31   1551.86   2583.38   2968.49   2056.02
200010   2067.69   1420.19   1708.77   3794.02   3351.79   5845.38   1615.27   2708.84   3176.11   2090.06
200011   2244.66   1468.10   1790.75   3704.50   3125.11   5867.41   1626.01   2842.32   3129.58   2081.81
200012   2276.80   1316.07   1737.23   3653.72   2424.75   5008.31   1629.89   2912.88   3196.95   1953.75
200101   2416.77   1333.63   1890.23   3980.16   2257.81   4847.80   1754.34   3035.51   3300.71   2049.23
200102   2384.35   1518.56   1879.26   3863.65   2653.55   5432.39   1894.36   2786.40   2939.59   2052.80
200103   2408.81   1494.89   1802.54   3945.01   1990.58   5006.01   1815.52   2790.64   3134.43   1972.03
200104   2317.20   1452.03   1696.56   3936.79   1745.40   4913.84   1783.14   2593.74   3177.64   1911.15
200105   2375.15   1602.38   1867.53   4382.82   2097.23   5127.36   1921.26   2726.15   3371.58   2041.10
200106   2484.92   1576.98   1931.91   4399.60   2058.45   5151.66   1963.21   2799.88   3366.97   2137.37
200107   2594.89   1445.49   1650.88   3713.54   2102.55   6107.26   1901.03   2858.81   3442.68   2168.96
200108   2566.96   1515.27   1670.24   3737.78   1996.55   6157.16   2030.89   2936.98   3310.47   2123.20
200109   2644.04   1348.78   1640.91   3589.58   1755.98   5621.31   1911.19   2854.17   3307.37   2018.66
200110   2584.79   1130.04   1437.99   3165.70   1437.77   5548.71   1741.70   2845.79   3111.41   1860.75
200111   2648.29   1140.79   1507.11   3326.49   1687.00   5206.78   1802.28   2895.57   3134.05   1872.63
200112   2695.77   1343.42   1636.78   3195.12   1971.69   5585.03   1991.08   3048.06   3066.80   2041.01
200201   2783.23   1332.03   1680.81   3404.40   1980.67   5808.88   2106.67   2966.68   3199.17   2127.92
200202   2867.67   1391.15   1720.28   3305.86   1983.50   5548.10   2172.76   2902.85   3065.49   2088.92
200203   3001.12   1431.65   1791.83   3488.94   1734.58   5562.57   2183.07   2889.62   3043.73   2095.46
200204   3114.39   1567.62   1903.11   3779.03   1868.43   5699.55   2234.71   2932.50   3369.31   2228.60
200205   3220.98   1598.58   1881.15   3628.87   1652.59   5067.21   2211.00   2712.28   3344.63   2156.26
200206   3276.61   1585.83   1885.75   3587.11   1606.38   5372.55   2198.92   2672.02   3122.23   2148.71
200207   3123.72   1398.73   1830.09   3897.60   1362.08   4709.07   2095.85   2332.66   3015.36   2103.00
200208   2923.20   1239.79   1685.60   3434.76   1256.66   4234.17   1867.88   2281.55   2641.35   1988.91
200209   3026.93   1241.64   1668.27   3358.10   1260.34   4312.67   1902.47   2301.30   2714.53   2020.18
200210   2815.96   1102.01   1541.02   3149.78   1064.84   3937.38   1739.11   2184.46   2411.48   1812.98
200211   2962.22   1078.15   1615.15   3272.14   1282.79   4768.17   1844.78   2314.55   2386.76   1936.58
200212   2930.68   1168.03   1721.26   3377.68   1507.69   5552.18   1886.00   2426.83   2412.13   2034.32
200301   2932.53   1095.44   1677.27   3404.13   1327.82   5124.96   1766.34   2339.69   2479.07   1947.07
200302   2811.01   1073.55   1620.58   3321.26   1323.73   4927.21   1685.00   2344.33   2393.28   1908.73
