date        NoDur  Durbl  Manuf  Enrgy  HiTec  Telcm  Shops  Hlth   Utils  Other
195009   4.88   8.84   4.51   3.62   5.01  -0.46   7.58   6.15   4.51   6.52
195010  -0.38   0.68   0.40   0.20  -1.49   0.21   0.80  -1.76  -0.74  -1.52
195011   0.02  -2.56   5.93   5.26   2.64  -0.24   0.61   4.68  -1.18   3.94
195012   2.83   1.53   6.60   8.63   3.88   1.88   2.96   6.06   3.59  11.03
195101   4.62   9.36   6.12   6.44   7.73   1.88   3.10   3.10   5.04   6.39
195102   0.96   2.72   1.24   0.97   0.92   4.11   3.47   1.46   3.11  -0.41
195103  -2.77   1.24  -3.05  -2.33  -0.91  -1.10  -1.79   1.70  -1.39  -2.84
195104   0.95   3.41   6.87  10.65   3.17   0.85   0.05  10.41   0.22   3.74
195105  -1.27  -5.31  -2.08  -3.08  -2.77  -0.41  -1.64   1.57  -0.05  -3.26
195106  -3.58  -6.70  -3.83   1.06  -1.60  -0.18  -2.34   0.83  -0.41  -5.11
195107   3.04   3.11   8.42  11.23   5.95   2.82   2.51  14.30   5.31   7.93
195108   3.29   6.96   4.83   5.41   6.53   2.65   3.05  -1.25   2.14   3.74
195109  -0.41   2.60   0.33  -0.47   3.39  -0.08   3.05  -1.79   1.32   3.27
195110  -3.14  -2.11  -4.21   1.30  -5.85  -1.12  -3.13  -5.94   0.71  -3.60
195111   0.12   1.95   0.43  -0.98   2.34   0.49   1.33  -0.57   1.66   2.15
195112   1.90   2.51   4.29   4.31   5.16   0.88  -0.01   5.03   3.27   1.97
195201   0.51  -1.06  -0.24   6.50  -1.52   0.14  -0.43   0.86   3.08   2.21
195202  -2.08   0.35  -3.68  -3.41  -3.59  -0.66  -3.54  -4.58   0.71  -1.30
195203   1.78   8.29   2.89   8.50   5.12   1.25   2.28   0.58   2.23   5.62
195204  -3.41  -2.94  -6.68  -7.64  -3.60  -0.71  -1.71  -5.43  -1.80  -3.09
195205   1.92   3.96   4.09   3.34   2.75   1.01   2.62   2.79   2.99   3.40
195206   2.82   5.14   4.30   5.13   5.63   2.10   2.97  -1.20   1.10   4.91
195207   0.73   2.40   2.17  -0.90   1.52   0.20   1.75  -4.87   2.19   1.01
195208   0.86   2.06  -1.52  -2.66  -0.54   0.86  -0.26  -0.50   1.91   0.41
195209  -2.54  -0.70  -2.00  -4.31   1.44  -0.37  -0.69  -4.30   0.39  -0.72
195210  -1.05   1.11  -1.63   0.39  -1.26   0.99  -1.09  -1.47   0.51  -1.88
195211   5.44   6.46   8.52   1.98   8.49   4.00   4.09   7.25   5.16   6.52
195212   1.43   6.89   2.58   4.48   2.92   0.88   1.56  -1.96   1.80   3.89
195301   1.92  -0.27   0.90  -2.96  -1.25   0.93   0.69  -5.12   0.92   0.77
195302   2.52  -1.13  -0.83   0.30   1.43  -0.42  -0.13   2.09   0.41   0.16
195303  -1.73  -4.37  -1.58  -0.49  -0.45  -0.47  -0.85  -0.16   0.05  -1.68
195304  -0.31  -2.01  -2.69  -5.09  -1.57  -1.04  -0.79  -5.35  -3.19  -3.06
195305   1.41   0.01   0.30   1.69   1.65   0.35   1.53  -0.03  -0.03   1.14
195306  -1.45  -3.30  -2.28   0.02  -1.99   0.56  -2.31  -3.29  -2.76  -1.87
195307   3.08   0.73   2.48   3.84   1.94   0.88   2.10   3.66   3.38   0.89
195308  -4.07  -6.37  -4.90  -6.27  -5.19  -0.74  -2.34   0.05  -0.31  -6.48
195309   0.20  -0.87   1.12  -2.12   3.83   1.86   0.08   0.43   1.62  -1.00
195310   0.98   7.68   5.99   5.63   6.65   1.31   0.68   2.66   4.48   3.21
195311   0.06   0.51   3.98   2.01   4.84   2.32   3.08   7.98   3.03   2.49
195312  -0.93  -1.18   0.63   0.40   0.57   0.51   0.94  -1.34   0.60  -1.71
195401   4.44   5.33   4.64   8.76   7.56   1.83   3.46   5.65   3.30   6.09
195402  -0.26   1.67   1.02   2.84   6.63   2.64   0.52  -0.18   1.55   1.77
195403   1.27   3.43   4.78   4.36   7.28   1.70   0.41   0.28   2.98   2.25
195404   1.25   3.95   5.82   5.89   8.00   2.07   1.32   1.20   1.10   2.96
195405   1.99   4.48   4.15   3.18  -0.42   1.09   2.58   1.61   2.70   4.32
195406   0.75   1.20   3.58  -5.70   9.18   0.53   2.24  -2.43   1.32   1.79
195407   6.45   9.77   5.25   4.07   0.07   4.26   4.09   8.21   5.46   6.98
195408  -2.72  -3.35  -3.68   0.43  -4.37  -1.68  -0.07  -2.57  -1.72  -1.48
195409   3.74  14.39   6.21   9.70   6.74   2.62   4.70   2.82   1.98   4.15
195410  -1.83  -0.79  -1.19  -2.12  -1.49  -0.80  -2.46  -1.62  -3.84   0.24
195411   6.11   4.37  13.45   8.19  13.65   3.46   8.37  12.55   5.66  11.81
195412   3.97   7.27   6.54   6.73   3.51   1.52   2.41   6.13   3.51   9.16
195501   0.82   0.49  -0.14   0.49   3.68   0.84   1.81  -2.88   1.51   1.13
195502   1.75  -1.01   4.23   2.15   4.57   4.04   1.18   2.85   3.68   3.29
195503  -0.18   0.03   0.30   0.08  -1.90  -0.09  -1.48   6.10  -0.79   0.02
195504   3.93   5.64   4.24   0.67   5.16   1.97   1.74   0.01   2.58   2.68
195505   0.08  -1.11   2.90  -0.53   0.24   1.24   2.67   3.14  -0.09   1.55
195506   3.08   9.93   9.30  10.76   3.66   0.49   4.16   0.17   1.67   2.72
195507   3.14  18.76  -1.39   2.80  -3.18   2.68   2.03   0.14   3.80  -2.15
195508  -0.96  -4.28   3.07  -1.06   0.77  -2.47   1.58   0.15   0.14   0.10
195509  -1.19   8.76  -0.49  -0.23  -4.51   1.09   2.94  -3.20  -2.75  -2.20
195510  -0.39  -4.92  -2.87  -0.92  -4.69  -1.15  -2.35   0.81  -0.99  -2.68
195511   2.41   9.00   7.74   8.52  10.58   1.69   5.39   6.26   3.34   6.62
195512   0.94  -4.07   2.84   3.71   4.57   0.93  -0.49   6.22  -0.06   0.38
195601  -1.50  -6.57  -4.62   0.57  -4.95   1.79  -4.09  -6.50  -0.29  -3.32
195602   1.35   5.79   4.84   4.36   6.19   0.16   2.66   8.25   2.00   3.56
195603   2.24   3.99   7.82  11.23   9.39   1.34   0.30   7.24   3.84   5.35
195604   1.06  -5.16   1.00   3.49  -0.27  -0.83  -1.56   2.74  -2.20   0.33
195605  -3.30  -4.41  -5.88  -6.20  -5.95  -1.10  -4.14  -1.24  -0.74  -4.87
195606   0.62   6.57   4.62   2.71   5.75   1.21   2.26   3.58   2.36   1.94
195607   2.11   4.60   5.92   6.11   5.12   2.71   4.35   3.10   5.24   2.65
195608  -1.17   0.59  -3.21  -5.29  -3.30  -1.32  -3.76  -3.07  -2.48  -2.89
195609  -3.05  -0.89  -5.86  -5.62  -7.02  -2.76  -4.68  -3.69  -3.87  -3.82
195610   0.63  -1.34   0.79   0.57   3.52  -1.43   1.33   0.58   1.16   0.56
195611  -0.14  -3.54  -0.92   5.43   0.22   1.55  -2.00  -1.31   0.43   0.10
195612   1.30   0.88   4.70   4.02   4.40   2.58  -0.28   6.05   1.77   2.23
195701   1.68  -4.83  -5.42  -4.07  -5.44   2.89  -1.08  -2.26   2.66   0.09
195702  -1.30  -1.66  -2.79  -2.20  -1.04   0.34  -0.88  -0.35  -0.36  -2.90
195703   1.38   0.42   1.98   3.12   4.75   1.54   2.58   8.21   1.72   2.43
195704   1.11   7.30   3.51   6.76   7.94   0.50   0.24   5.43   3.15   2.71
195705   1.25   0.64   3.42   7.50   5.66   1.02   3.14   4.78   2.28   1.33
195706  -0.26  -0.21   0.15  -1.63   4.72  -2.11  -1.92   6.45  -5.11  -0.41
195707   0.67   3.27   0.61   1.03   0.92  -0.27   2.02   2.98   0.02   1.10
195708  -1.96  -2.72  -6.30  -5.67  -7.12  -0.05  -2.60  -2.26  -2.59  -4.97
195709  -1.35  -7.14  -6.93  -7.84  -6.38  -2.23   0.13  -3.71  -1.70  -5.71
195710  -2.14  -4.36  -4.85  -5.65  -2.70  -2.09  -4.08  -0.45  -0.65  -6.63
195711   3.38  -5.68   3.27   2.39   6.53   1.49   1.59   7.77   4.38   0.23
195712   0.61  -8.23  -4.70  -6.87  -3.81   1.25  -2.11  -0.38   2.58  -3.90
195801   7.55   5.45   5.72   1.60   4.35   4.27   8.13  -0.05   6.24  10.34
195802   1.97  -1.35  -1.98  -4.60  -1.88   0.65   1.40   4.92   1.28  -0.92
195803   4.05   2.62   1.55   7.97   2.53   1.17   3.89   7.53   1.96   2.69
195804   3.46   4.29   1.31   5.16   0.09   2.69   2.69   7.52   5.09   3.44
195805   2.99   4.71   3.54   0.41   1.70   2.10   3.64   1.07   1.41   3.65
195806   2.79   2.59   2.35   4.84   3.65   1.63   2.17   3.23   2.16   3.18
195807   1.67   9.41   8.47   0.72   3.74   0.91   1.98   5.91   1.12   5.12
195808   3.15  -0.27   2.43   1.98   2.16   2.32   5.68   2.02  -1.04   2.96
195809   3.97  10.28   4.55   3.22   5.98   5.22   4.11  11.71   3.51   4.33
195810   2.58   1.88   2.93   1.23   4.88   1.32   1.56   1.02   4.24   3.78
195811   4.06   2.05   3.08   2.02   4.24   2.16   5.58   8.04   2.97   4.21
195812   3.10   3.06   5.08   1.23  12.85  13.61   5.21   4.65   5.98   2.89
195901   4.27  -0.20   1.04   0.49  -1.76   3.84   3.57  -0.62   1.24   1.97
195902   2.89  -1.33   3.71  -7.31   5.22   4.79   2.87   3.86   1.25   2.20
195903   0.29  -0.70  -0.29   2.07   2.46  -0.32  -2.04   4.23   1.65  -0.24
195904   2.73   9.73   4.06   1.65   8.21   4.68   1.69  11.92  -1.12   1.89
195905   1.42   6.27   3.96  -0.98   4.24  -1.00   2.40  -1.08  -1.07   0.48
195906   1.53   0.46   1.21  -2.61  -0.67  -1.52   1.66   6.54  -2.23   1.49
195907   3.58   8.05   3.81   4.93   0.31   0.43   1.85   4.71   3.86   0.21
195908  -0.56   3.26  -1.90  -3.11  -2.95   0.43   0.73  -3.49   1.38  -1.72
195909  -3.15  -4.31  -4.99  -6.87  -4.19  -0.99  -2.13  -5.00  -4.31  -3.80
195910   3.62  -1.11   1.49   1.13   4.95   0.84   0.65   2.38   0.88   1.46
195911   0.89   0.14   2.35  -0.41   8.92  -1.14   2.14   5.58   0.43  -0.22
195912   1.16   5.91   2.16   4.19   3.39   4.43   2.57  -1.61   2.13   1.69
196001  -3.02 -11.40  -8.19  -7.35  -9.58   0.52  -5.86  -6.31  -2.08  -4.79
196002   2.87  -2.05   0.42  -3.36   5.45   9.06   3.52   0.28   2.78   0.22
196003  -1.71  -5.31  -3.55  -0.86   1.32   0.13  -0.03   1.56   1.79  -1.84
196004   1.30  -2.11  -3.75  -4.19   0.63  -0.90  -0.31   1.66   1.37  -0.58
196005   6.26  -0.48   3.76  -3.35   9.68   3.49   2.93  13.76   1.53   0.42
196006   4.26   0.69   1.67   3.47   1.49  -0.36   4.04  -0.15   5.82   3.28
196007  -0.91  -0.53  -4.31   0.84  -4.29   0.22  -3.00  -4.05  -1.24  -2.13
196008   4.49   3.27   1.75   4.04   1.30   7.20   3.23   2.57   4.47   3.11
196009  -3.44  -5.34  -7.13  -1.12  -8.70  -5.86  -8.24  -8.69  -4.56  -5.57
196010   1.68  -1.03  -1.54   2.38  -3.37   0.05   0.01  -3.55  -0.32  -0.86
196011   8.43  -0.68   4.78   3.46   7.02   4.26   6.48   3.93   3.78   6.33
196012   4.54  -0.25   3.92   5.23   2.99  12.29   2.06   6.23   6.42   4.84
196101   5.37   8.52   6.84   9.87   2.93   6.88   2.88   6.42   4.85   6.68
196102   6.55   4.45   5.17   0.60   2.80   0.19   4.96   5.37   3.67   5.62
196103   4.69   3.94   1.79   1.53   3.01   7.00   5.81   4.11   1.74   3.55
196104  -1.30  -1.00  -1.12   4.77   0.48   1.49   0.86  -0.42   1.86   0.76
196105   3.71   1.77   4.76   0.32   2.76  -1.07   3.84   2.20   2.50   4.24
196106  -1.27  -2.00  -3.14  -3.91  -3.37  -3.66   0.44  -3.65  -1.82  -4.29
196107   2.82   6.96   2.30   2.36   1.76   5.78   2.25   3.34   2.90   2.19
196108   5.11   1.94   2.15   0.05   4.53  -1.27   3.44   3.92   3.80   4.20
196109   0.05   5.54  -4.43  -6.07   0.05  -1.20   0.37  -1.54   1.42  -2.81
196110   3.17   0.42  -0.32   6.72   3.22   0.59   8.96   3.24   5.31   1.69
196111   5.70   9.75   2.94   4.68   3.03   8.85   5.01   3.57   3.41   4.05
196112  -2.98   2.12   0.14   3.59  -0.64   3.84  -0.29  -2.14  -4.23  -1.64
196201  -5.84  -0.81  -3.29   0.19  -4.99  -6.08  -8.47  -4.27  -2.60  -1.63
196202   0.36  -1.51   1.44   5.16  -0.07   4.22   1.58   3.48   2.63   1.39
196203  -1.15  -1.08  -0.59  -1.69   0.25  -2.92   0.78   0.51   1.99  -2.02
196204  -6.80  -4.35  -7.76  -3.46 -11.08  -4.10  -4.62 -11.18  -2.81  -7.26
196205 -10.98  -5.12  -8.36  -4.96 -11.33  -7.76  -9.14 -11.00 -10.48  -8.57
196206  -8.85  -6.58  -9.59  -4.61 -11.45  -8.55 -10.16 -12.64  -5.09  -9.16
196207   5.00   8.74   5.52   4.84  11.40   7.45   4.34   7.71   7.45   5.69
196208   0.99   3.80   2.34   1.30   3.45   1.86   4.13  -7.61   3.18   3.88
196209  -5.64  -2.94  -5.64  -1.76  -8.94  -6.06  -6.45  -4.29  -2.84  -5.96
196210  -3.25   2.20   1.41  -0.30  -0.24   2.74  -1.39   2.33  -1.09  -0.17
196211  12.17   7.22  13.10  10.43  14.64   6.86  11.10  17.74   7.59  14.39
196212   1.47   2.87  -1.16   4.79  -0.22   1.33  -0.02   0.68   3.45   1.10
196301   6.16   6.41   6.26   2.91   5.66   4.26   4.22   5.85   5.25   5.84
196302  -3.03  -2.99  -2.53  -0.82  -5.09  -0.94  -0.48  -2.69  -1.48  -1.13
196303   2.51   7.51   2.72   7.06   2.62   1.99   2.03   1.25   1.79   2.23
196304   2.40   5.46   4.58   5.98   6.34   3.15   5.36   7.66   2.39   4.98
196305   2.00   7.88   2.08   0.02   4.27  -0.53   2.45  -0.19   1.02   4.36
196306  -1.42  -2.81  -2.42   1.11  -4.98  -1.87  -1.44  -1.27  -1.12  -1.63
196307  -0.49  -0.20  -1.41   2.45  -0.90   0.00  -0.61   0.24   0.85  -1.42
196308   4.80   6.49   6.33   3.74   4.88   4.35   5.79   9.59   4.16   5.84
196309  -1.65  -0.26  -0.90  -3.33  -0.01   2.45   0.36  -4.03  -2.50  -3.51
196310   2.84   9.78   2.41  -0.34   8.02   4.26   0.49   3.36  -0.69   1.23
196311  -1.22  -4.80   0.34  -1.52  -0.53   4.50  -1.46  -1.61  -1.04  -0.26
196312   2.69   0.29   1.93   4.54   2.83  -0.03   0.01   1.37   2.47   2.72
196401   0.86   1.29   2.82   4.60   2.94   3.67   2.60   3.57   1.44   0.99
196402   1.84   2.13   2.61   0.87   1.87  -0.19   1.82   1.45   0.84   5.74
196403   2.89   0.88   3.93   1.27   3.17  -1.08   2.19  -2.06  -0.76   2.23
196404  -0.49   1.86  -1.61   3.85  -3.50   1.02   2.88  -1.59   1.04   0.39
196405   1.48   1.12   1.75   2.07   2.67  -0.63   3.93   0.52   0.82   2.36
196406   1.61   0.66   0.87   0.63   0.52   5.68   3.77   0.42   2.24   1.11
196407   1.59   5.23   1.37   3.28  -1.64  -2.09   1.47   4.91   4.97   1.51
196408  -0.03   1.26  -1.25  -1.55  -2.59  -1.71   0.20  -4.13  -0.07  -3.05
196409   1.75   5.06   4.74   3.29   1.44  -1.13   3.52   2.95   1.90   4.02
196410  -0.08   0.27   0.50   3.01  -1.12  -1.06   2.45   2.86   0.90   0.99
196411   0.60  -1.39  -0.54   2.34  -0.35  -2.55   3.06   2.08   1.34  -1.82
196412   0.24   1.63  -0.70  -0.43  -0.07   3.68   0.03   4.39   0.53  -1.70
196501   6.02   3.79   5.46   0.48   7.44  -0.34   3.50   7.51   3.97   4.40
196502   1.73  -0.54   2.70  -3.21   2.04   1.19   1.38   2.47   0.46   2.63
196503  -0.72   1.51  -0.92  -3.04  -0.39  -2.11  -0.78  -1.01  -0.55   0.09
196504   4.15   7.07   4.11   0.82   5.25   2.57   7.09   2.98   0.66   2.29
196505  -0.80  -3.44  -0.64   0.87   0.39   3.04   0.23  -1.18  -0.96  -1.44
196506  -5.30  -6.92  -6.33  -1.99  -5.96  -3.78  -6.04  -5.42  -3.68  -6.86
196507   1.74   2.21   2.39   1.77   3.73  -0.61  -1.41   4.01   1.06   3.57
196508   4.08   3.25   3.36   1.58   5.82   1.32   2.23   6.68   0.98   5.29
196509   0.47   7.03   3.93   4.30   5.47   0.93  -0.68   2.35   1.39   2.02
196510   2.74   6.31   4.56   1.44   5.41  -2.20   0.82   3.18   1.11   4.19
196511   1.24  -4.05   1.56   0.64   2.82  -4.56   1.59   3.50  -1.04   4.01
196512   1.44   1.19   3.21   0.11  -1.41  -0.80   1.31   3.90  -0.43   3.39
196601   2.32   0.57   3.08   1.11   1.65  -1.56  -3.80   2.54  -3.01   5.27
196602  -0.44  -1.58  -0.56  -3.60   5.25   0.86  -1.59  -1.46  -4.20   2.26
196603  -2.45  -3.08  -1.91  -2.16  -0.59  -5.11  -2.58  -1.66  -0.15  -2.37
196604   0.44   0.16   3.18   3.06   7.69   1.48   3.97   0.15   1.17   2.68
196605  -5.10  -8.16  -5.84  -3.78  -6.53  -2.96  -3.20  -5.35  -2.87  -7.77
196606  -1.72  -2.04  -0.94  -2.49   0.15   0.69  -2.37   1.16  -1.78   0.86
196607  -0.95  -2.43  -1.53   0.33  -1.73  -1.42  -1.70  -1.67  -0.19  -2.15
196608  -7.31  -7.54  -8.07  -6.48  -5.55  -4.46  -6.79  -8.03  -8.63 -11.92
196609  -1.50  -0.96  -3.34   3.97  -1.73  -0.38  -1.84  -1.14   4.42  -1.52
196610   4.30   0.62   2.37   8.56  -0.17   9.00  -0.79   4.78   9.89   2.78
196611   2.31  -3.52   2.80  -1.49  11.40  -2.66   0.67   6.93  -1.43   7.54
196612   0.44  -2.58   1.46  -0.73   0.16   2.90  -3.66  -0.18   2.18   2.54
196701   9.50  12.08  11.40   3.73  10.60   5.88  11.43   6.50   2.76  12.53
196702   2.40  -1.04   1.11  -0.05   5.93   1.68   2.92   1.47  -1.70  -0.09
196703   5.03   4.32   5.89   3.70   5.34   3.20   3.80   7.81   1.55   4.69
196704   4.41  11.02   3.71   1.76   8.01  -0.24   9.68   4.40   1.85   2.07
196705  -2.19  -7.38  -3.36  -2.23  -4.68  -6.11  -4.82  -5.29  -4.16  -1.65
196706   3.10   1.53   2.29   2.36   6.53   3.12   3.83   5.43  -1.46   4.22
196707   6.11  10.87   5.16   6.68   3.79  -7.07   5.91   3.78   2.23   8.19
196708  -1.24   0.08  -0.49  -1.79  -1.04  -1.45   0.37   0.69  -0.73  -0.97
196709   3.00   5.04   3.48   4.10   8.10   1.54   2.36   2.92  -0.15   1.93
196710  -2.53  -4.89  -3.34  -1.04   4.89  -3.52   1.00  -5.01  -5.48  -4.72
196711   0.62  -0.69   0.06   1.09   1.26   0.39   0.68   1.33   3.29  -0.04
196712   3.42   0.90   5.37   3.25   2.46   0.38   3.74   1.52   3.30   5.47
196801  -0.30  -5.18  -6.07  -0.45  -8.31   2.58   1.04  -6.63   0.43  -1.76
196802  -2.92  -2.29  -4.10  -2.80  -4.38  -2.78  -0.87  -4.23  -1.51  -2.97
196803   0.62   0.57   0.29   0.58   3.99  -1.15   2.63   0.16  -4.09  -0.70
196804  11.14  12.02  10.71   5.93  12.45   2.33  12.38  11.81   3.01  12.28
196805   5.40  -0.36   3.22   1.16   3.84  -0.67   3.67   3.33   0.64   5.98
196806   1.30  -1.62  -0.31   2.18  -1.85   3.73   0.25   2.22   8.34   2.68
196807  -3.74  -2.78  -3.84   5.22  -5.59  -0.04  -5.02  -4.14   0.17  -2.70
196808   2.55   1.09   3.46   1.33   0.52   1.63   2.29   0.68  -0.87   2.82
196809   4.90   6.76   4.75   3.55   2.86   3.35   7.83   0.83   0.27   9.09
196810   1.19   4.75   1.09   2.54  -5.05   2.91   0.76  -0.03   0.49   1.42
196811   4.52  -0.49   5.98   5.58   8.56   5.96   5.04   8.14   8.82   7.64
196812  -1.09  -4.34  -3.49  -2.63  -5.40  -6.92  -4.00  -1.04  -2.88  -3.41
196901  -0.81  -1.88  -0.39  -1.10  -4.65   1.25  -0.98  -0.25   2.41   0.66
196902  -6.76  -3.36  -5.79  -4.45  -3.56  -3.60  -4.14  -5.14  -5.20  -8.09
196903   0.68   5.00   2.55   7.09   5.42  -0.21   5.13   3.35  -1.29   0.84
196904   0.81   1.37   1.29  -0.39   3.92   8.11   3.84   5.01   1.32   1.84
196905   1.30  -0.01  -0.83   3.55  -1.70   1.33   0.46   1.66   0.00  -1.23
196906  -7.11  -5.95  -6.92  -9.77  -0.05  -4.27  -5.45  -5.09  -5.71 -10.33
196907  -6.70  -7.03  -5.45  -9.65  -5.41  -4.54  -8.47  -2.72  -3.00  -9.18
196908   4.35   3.02   4.23   6.50   7.08   1.80   8.08   9.23  -1.28   9.04
196909   0.23  -0.49  -2.10  -9.50   0.22  -4.10  -0.73   2.17  -4.16  -0.61
196910   8.38   3.79   6.81  -1.05   5.77   3.60   6.74   8.97   8.30   8.15
196911  -2.65  -4.57  -3.21  -4.54  -1.78   1.55  -4.27   0.28  -5.27  -5.56
196912  -1.96  -3.54  -1.43  -3.00  -0.74  -5.79  -3.07   4.27  -0.65  -3.54
197001  -4.01  -8.25  -7.36 -11.65  -9.04  -2.95  -5.95  -7.09  -4.24  -8.43
197002   4.49   5.86   5.22   5.49   2.96   8.32   5.51   5.53   8.35   9.47
197003  -0.73   5.04  -0.37  -0.41  -2.58   2.21  -1.72  -5.10   2.90  -1.64
197004 -10.13  -8.74  -8.98  -9.04 -14.34  -9.00 -11.28 -10.15  -8.07 -13.61
197005  -7.34  -6.16  -7.56   2.75  -9.54  -3.94  -9.42  -7.74  -5.37  -7.98
197006  -1.48  -3.72  -4.86  -2.43 -11.76  -8.76  -4.04  -0.53  -4.69  -6.68
197007   6.44  10.39   5.04  12.64   2.41  10.75  10.49   2.13   8.71   8.08
197008   1.45   8.19   4.65   6.50   8.01   2.25   5.15   1.83   4.69   4.83
197009   5.72   2.75   4.03   3.13  10.15  -0.69   7.98   8.00  -0.57   7.46
197010   0.74  -1.96  -3.12   3.12  -3.53  -3.91  -1.68   0.29  -0.77  -5.56
197011   4.98   7.04   3.88   4.85   4.09   5.95   6.91   2.96   9.34   3.78
197012   7.43   6.22   7.97   2.30   4.44   7.33   5.30   5.35   7.12   8.29
197101   4.87   3.71   5.86   0.30   5.44   9.67   8.32   4.95   2.96   7.91
197102   3.77   2.23   1.20   4.84   2.78  -5.43   3.79   1.34  -2.57   2.40
197103   4.51   3.41   4.11   2.74   8.08   0.65   6.84   3.69   2.36   5.73
197104   2.17   8.75   4.22   4.37   2.36   0.97   4.95   4.24  -3.53   4.17
197105  -3.04  -4.40  -2.28  -4.74  -6.11  -5.40  -1.91  -2.12  -3.68  -4.58
197106  -0.12  -0.58   0.38   1.06  -2.16   1.24   0.43   2.02   4.29  -1.34
197107  -2.10  -5.30  -4.85  -2.28  -8.59  -3.82  -3.56  -2.19  -2.17  -3.53
197108   3.11  10.65   6.33  -1.23   5.70  -0.11   6.18   3.17  -2.35   7.10
197109  -0.05  -0.04  -0.32  -1.72  -1.55   0.37   0.69   0.65  -1.48  -0.33
197110  -4.41  -5.12  -6.02  -4.08  -4.37  -2.21  -3.37  -2.46   2.07  -4.04
197111  -0.35   0.18  -1.00   0.08   1.78   0.38   0.21   0.72  -1.21  -0.58
197112  10.50   6.12   9.89   8.78  11.26   7.82  10.25   7.76   8.13   8.29
197201   2.48   3.37   3.24   0.13   8.41   1.08   0.21   2.65  -0.32   3.44
197202   4.62   0.43   4.96   2.61   1.87   0.35   5.78   7.12  -2.52   2.27
197203   0.14   4.40   2.48  -5.56   1.09  -0.46   2.12   0.47  -0.13   2.41
197204   1.89  -0.61   1.96  -0.54   0.74  -0.90  -0.55   1.10  -2.80   1.88
197205   0.39  -1.24   1.88   3.80   3.71   1.58   1.37   3.71  -0.15  -0.47
197206  -1.09  -2.93  -2.26  -1.09  -2.54  -2.60  -4.03   2.50  -1.57  -4.57
197207  -1.65  -1.96   0.50  -1.19   0.95   0.80  -2.48   3.11   0.05  -2.65
197208  -0.08   3.85   2.28  12.59   2.86   5.32  -0.41   1.03   5.94   3.58
197209  -2.59  -0.92  -1.21  -0.17  -1.16   4.55  -0.54  -0.45   0.20  -1.57
197210  -0.02  -2.36   1.14   3.24  -3.31   2.22   0.94   1.49   6.78   0.85
197211   6.89   8.33   4.19   6.12   2.50   6.96   6.05  -0.52   6.39   5.08
197212   0.55   1.77   0.93   1.00   1.99   1.85   1.73   3.72  -1.55  -0.64
197301  -4.70  -6.72  -3.72   5.17   1.93  -2.01  -4.28  -1.21  -4.28  -7.43
197302  -4.35  -6.04  -2.29  -7.35  -3.03  -5.08  -6.41  -0.70  -1.96  -6.23
197303  -1.03  -2.76  -0.20   3.23  -1.23   0.65  -5.77   0.77  -2.16  -0.39
197304  -6.21  -5.06  -4.47  -0.93  -6.70   0.82  -8.34  -5.48  -0.56  -7.71
197305  -2.13  -4.38  -1.13  -3.32  -2.59  -0.51  -2.22   1.05   0.37  -4.93
197306  -3.47  -2.52  -0.32   1.62  -0.09  -0.35  -5.72   0.01  -2.47  -0.21
197307   7.50   7.09   6.65   0.12   4.99  -0.54  10.89   6.88  -2.41   9.36
197308  -3.33  -3.89  -1.54  -3.88  -3.68  -4.59  -4.23  -6.93  -2.10  -2.40
197309   5.85   7.87   4.46   9.59  -2.79   8.72   7.43   0.76   7.92   7.08
197310  -2.35  -4.51   0.31   5.02   3.83  -6.35  -3.47   1.80  -3.40  -0.67
197311 -14.31 -16.16 -14.34  -6.22 -11.49  -4.38 -18.74  -7.77 -11.65 -13.10
197312  -1.65  -3.77   1.11   8.95  -4.32   5.28  -0.36  -4.51   3.43   2.74
197401   2.39   6.42   0.51  -7.90   1.25   1.33   6.87  -2.52   4.52   1.17
197402   0.02  -0.99  -0.03  -1.57  -0.60   5.03   0.94  -1.21   0.26   1.01
197403  -1.85   0.06  -0.68  -3.33  -2.76  -4.45  -3.35   1.22  -3.61  -3.49
197404  -3.79  -3.90  -2.05  -6.19  -3.68  -5.29  -2.04  -1.49 -12.21  -6.47
197405  -2.82   0.52  -2.49  -7.25  -4.29  -1.19   1.13  -0.14  -4.89  -8.31
197406  -0.56  -2.67  -0.44  -0.17  -2.97   0.66  -2.73  -1.61  -6.18  -5.30
197407 -10.21 -11.70  -7.24  -0.69  -8.48  -8.58 -12.88 -14.06   0.83  -6.59
197408 -10.28  -6.66 -10.20  -8.33  -4.89   0.79 -12.99  -8.11  -8.65 -10.52
197409 -12.14 -12.58 -12.76  -7.85 -16.87  -4.15 -11.91 -15.55  -1.31  -9.45
197410  15.63   4.15  15.98  21.26  14.78  11.73  10.19  29.49  13.02  20.03
197411  -3.84  -4.70  -5.96  -3.95  -4.92  -3.45  -5.67  -1.20  -0.13  -2.75
197412  -0.60  -3.87  -4.50   0.93  -5.30   2.00  -3.53  -3.38  -0.79  -4.29
197501  18.83  21.41  14.64   6.07  15.27  10.68  25.87  -0.58  18.77  17.64
197502   4.11   4.67   8.04   2.24  13.19   5.39   4.88  16.03   0.93   2.88
197503   7.06   6.62   5.03  -2.13   1.00  -0.81  10.56   1.31  -1.33   4.16
197504   3.11   3.97   9.62   7.14   5.54  -0.73   2.56   0.72  -1.62   3.30
197505   5.21   2.55   2.78  12.49   5.86   3.54   4.13   6.49   8.45   5.69
